id|division|disease|name|composition|dose|indication
1161|妇产科|带下病|泡桐白肉|泡桐树根200克(藏于土中品）、猪肥肉250克。|二味共同加水炖，以肉熟烂为度，白糖调味，去药渣，食肉饮汤。每1剂服2天，每日服2次。|适于一般带下症。
1162|妇产科|带下病|百合白果粥|白果仁(去心)12个、百合粉15克、豆浆1碗。|用豆浆煮白果，去渣，加入百合粉，内服。|适于体虚湿盛带下症。
1163|妇产科|带下病|石榴果茶|青皮石榴1个、白糖50克。|将石榴捣成糊状，加水绞汁，加入白糖后，1日内服完。|适于一般带下症。
1164|妇产科|带下病|扁豆甜粥|白扁豆60克、鸡冠花10克、砂糖30克。|前二味水煎，若白带加红糖，赤带加白糖，每晚服1次，食豆饮汤。|适于脾虚带下症。
1165|妇产科|带下病|鸭蛋大黄散|青皮鸭蛋1只、大黄粉6克。|将鸭蛋取1只，倒出蛋清三分之一，装入大黄粉后封口，以文火烤焦，研成细面，黄酒送服。|适于湿热带下。
1166|妇产科|带下病|红糖黑豆粥|黑豆若干、红糖适量。|加水将豆煮烂，用红糖调服。每日2次，每次服60克，服15天为1个疗程。|适于脾肾虚带下症。
1167|妇产科|带下病|白果莲肉乌鸡粥|白果6克、莲肉15克(共研末）、江米50克、乌鸡1只（去内脏及毛）。|将前二味纳入鸡膛内，再入米、水，以文火煮至熟，食鸡肉饮粥。每日2次。|适于体弱脾虚带下症。
1168|妇产科|带下病|山药薏米柿饼粥|生山药50克、生薏苡仁60克、柿饼30克。|先将薏苡仁煮至熟烂，而后将山药捣碎，柿饼切成小块，共煮成粥。每日服2次，连续服用1周为1个疗程。|适于脾虚湿盛带下症。
1169|妇产科|带下病|金樱子粳米粥|金樱子15克、粳米100克。|前味水煎，取浓汁，去渣，入粳米煮粥。每日1齐1分2次温服。连服3天。|适于脾虚带下症。
1170|妇产科|带下病|芡实莲米粥|芡实60克、莲子60克、鲜荷叶1张、糯米30克。|芡实去壳，莲子去皮芯，鲜荷叶剪块洗净，几味一起共入砂锅煮熟烂。每日1剂，分2次服食。连服1周。|适于脾虚湿盛带下量多，
1171|妇产科|带下病|白兰花炖猪肉|鲜白兰花30克、猪瘦肉200克。|上二味共加清水炖，以肉熟为度，食肉饮汤，每日2次。|适于体虚白带量多。
1172|妇产科|带下病|大枣二仁散|大枣500克(去皮核）、棉籽仁5Q0克(去净油）、白果仁500克。|几味共放一起，捣烂备用。每日早晚各服。克，以醋水送服。|适于体虚带下症。
1173|妇产科|带下病|黄芪红枣小米粥|小米50克、黄芪50克、（以布包好）红枣10枚。|上三味加水共煮粥，去药袋后服食。每日服2次。|适于脾虚体弱带下症。
1174|妇产科|带下病|扁豆莲子粥|生扁豆50克。莲子50克、冰糖40克。|上三味加水共煮，熟后服食。每日1剂。|适于脾虚湿重白带量多。
1175|妇产科|带下病|首乌鸡蛋羹|首乌50克、鸡蛋2枚。|先蒸首乌，取浓汁去渣，将鸡蛋打入搅匀，蒸熟，服食。每日1剂，连服1周。|适于肾虚腰痛，白带清稀量多。
1176|妇产科|带下病|蚕豆花薏米粥|鲜蚕豆花30克、薏米30克。|上二味共置砂锅内，加水适量煮熟，服食。每日1剂，连服1周。|适于湿盛白带量多。
1177|妇产科|带下病|山药甲鱼汤|甲鱼1只（约300〜500克）、山药50克、米醋适量。|先以醅炒甲鱼，加山药共放于砂锅内水煎，熟后服食。隔日服1剂。连服5剂。|适于体虚湿盛白带量多。
1178|妇产科|带下病|豆皮杏仁粥|豆腐皮90克、银杏9克、大米60克。|将银杏去壳、芯，同大米豆腐皮共煮成粥。每日2次。温服，连服1周。|适于一般带下症。
1179|妇产科|带下病|金樱子炖猪皮|金樱子30克、猪皮30克、生姜2片。|将前二味洗净，放于陶瓷罐内，加水以文火隔水炖至猪皮熟透，食猪皮。每日2次连服1周。|适于一般带下量多。
1180|妇产科|带下病|二菜煎子|淡菜60克、韭菜120克。|上二味加水共煮2沸，冲入黄酒后即可服用。|适于一般带下症。
1181|妇产科|带下病|空心菜炖猪肉|连根空心菜250克、鲜白槿花150克〈干品50克）、猪肉200克。|上三味加水共煎炖，肉熟后，食肉饮汤。|适于体弱白带量多。
1182|妇产科|子宫脱垂|继木根炖猪肉|继木根50克、瘦猪肉50克。|上二味共炖熟。每日1剂。|适于一般子宫脱垂。
1183|妇产科|子宫脱垂|炖二麻肥肠|猪大肠300克、黑芝麻100克、升麻9克。|将大肠洗治干净，升麻用布包好，同芝麻共纳入大肠内，放于砂锅内加水炖熟烂，去升麻后调味服食。吃肠饮汤。隔1日服1剂，连服1个月。|适用于轻度子宮脱垂。
1184|妇产科|子宫脱垂|猪肠巴戟汤|猪大肠250克、巴戟天30克。|将大肠洗治干净，将巴戟天灌入大肠共同炖熟，去药后，食肠饮汤。隔1天服1剂，连服1个月。|适用于轻度子宫脱垂。
1185|妇产科|子宫脱垂|水鱼头散|水鱼头10个。|将上品洗净切碎，放于锅内炒黄焙焦，研成细末，每晚睡前以米汤送服4克。|适于轻度子宮脱垂。
1186|妇产科|子宫脱垂|坤草金樱子鸡|母鸡1只、棉花根30克、益母草25克、金樱子50克、蓖麻50克。|将药用布包好，鸡洗治干净，药放入鸡腹中，炖至熟烂，去药调味后分次吃鸡饮汤。隔1天服1次，连服10次。|适于子宫脱垂初期。
1187|妇产科|子宫脱垂|龟肉升麻汤|乌龟肉120克、升麻12克。|将乌龟肉切成片，升麻洗净用纱布包好，放陶罐中加清水将乌龟肉用旺火炖熟透。每日2次，吃肉饮汤。|适于体虚气血不足子宫脱垂。
1188|妇产科|子宫脱垂|补中升麻鸡|升麻9克、黄芪15克、鸡750克。|将鸡去内脏洗净，将升麻、黄芪装入鸡腹中，加水用旺火炖熟，去药后食鸡饮汤。1日内分次服食。隔日服1剂，连服10次。|适于中气不足下陷子宮脱垂。
1189|妇产科|子宫脱垂|首乌蛋羹|鸡蛋3枚、何首乌30克、山萸肉9克。|水煎何首乌、山萸肉，去渣取汁，打入鸡蛋，上锅蒸熟，每日1剂。|适于肝肾两虚子宫脱垂。
1190|妇产科|子宫脱垂|参麻小米粥|党参30克、升麻10克、小米50克、生姜15克。|先煎党参、升麻、生姜去渣取汁，入小米煮粥，每日1剂。|适于脾虚中气下陷子宫脱垂。
1191|妇产科|子宫脱垂|炖首乌公鸡|雄鸡1只（约500克）、何首乌30克、料酒少许。|将鸡洗净，首乌研末包好装入鸡腹中，隔水炖鸡至熟烂，取出首乌，吃鸡饮汤。每日1剂。|适于体虚血虚子宫脱垂(轻度）。
1192|妇产科|子宫脱垂|鳝鱼首乌汤|鳝鱼1条、首乌12克。|上二味共炖熟，去首乌后食鱼饮汤。每日1剂。|适于轻度子宫脱垂。
1193|妇产科|子宫脱垂|荔枝酒|去壳鲜荔枝1000克、陈酒1000毫升。|将荔枝浸入酒中，1周以后即可，每日服3次，根据酒量饮服。|适于轻度子宮脱垂。
1194|妇产科|子宫脱垂|健脾猪肠汤|猪大肠250克、绿豆50克、糯米50克。|将绿豆、糯米共装入洗治干净的猪大肠内，再放入水适量。将肠口分别扎紧，用砂锅煮3小时，烂熟后服食。每日1剂，连服2周。|适于轻度子宮脱垂。
1195|妇产科|子宫脱垂|红糖鳝鱼散|黄鳝1条、红糖15克。|将黄鳝洗治干净，用新瓦焙枯，拌红糖研末，温开水送服。隔1天服1剂，连服1个月。|适于轻度子宮脱垂。
1196|妇产科|盆腔炎|银翘桃仁饼|银花50克、连翘50克、桃仁20克、白面粉250克。|将前三味水煎浓汁，去渣，将面粉加入做成小面饼，1日内服完。每日1剂。|适于一般盆腔炎。
1197|妇产科|盆腔炎|繁缕祛瘀煎。|繁缕100克、桃仁20克、丹皮15克、红糖适量。|前三味水煎去渣，每日1剂，分2次冲入红糖后服。|适于一般盆腔炎腹痛部位固定血瘀者。
1198|妇产科|盆腔炎|苦菜莱菔汤|苦菜100克、金银花20克、蒲公英25克、青萝卜200克。（切片）|上四味共煎煮，去药后吃萝卜饮汤。每日1剂。|适于盆腔炎伴带下量多色略黄腹胀者。
1199|妇产科|盆腔炎|椿根皮蜜煎|香椿根白皮33克(鲜根加倍）、蜂蜜50克。|前味水煎，取浓汁，冲入蜂蜜后饮服。每日2剂。|适于一般盆腔炎。
1200|妇产科|盆腔炎|银花冬瓜仁蜜汤|冬瓜籽仁20克、金银花20克、黄连2克、蜂蜜50克。|先煎金银花，去渣取汁，用药汁煎冬瓜籽仁15分钟后入黄连、蜂蜜即可。每日1剂。连服1周。|适用于盆腔炎伴带下量多色黄者。
1201|妇产科|盆腔炎|菜籽肉桂散|油菜籽60克、桂皮60克、醋适量。|将油菜籽炒香与桂皮共研细末，以醋汤送服。每日2次，每次服6克。|适于一般盆腔炎。
1202|妇产科|更年期综合症|首乌小米粥|何首乌20克(布包）、小米100克。|将二味共置砂锅内煮粥，每日1剂，空腹食用。|适于更年期综合症。
1203|妇产科|更年期综合症|合欢粳米粥|合欢花30克(鲜品50克）、粳米50克、红糖少许。|将三味共入砂锅中煮粥，每晚睡前空腹食用1剂。|适于更年期综合症表现为忧郁失眠者。
1204|妇产科|更年期综合症|枸杞羊肉汤|枸杞子15克、栗子18克、羊肉60克、调料适置。|将羊肉洗净切块，与枸杞、栗子共置砂锅中炖熟。每日1剂，连服数剂。|适于更年期综合症气血不足者。
1205|妇产科|更年期综合症|核仁莲子粥|核桃仁20克、芡实15克、莲子20克、粳米60克。|上四味加水共煮粥，常服。每日1剂。|适于更年期综合症脾肾两虚微肿者。
1206|妇产科|更年期综合症|智仁粳米粥|益智仁5克、粳米50克。|将益智仁研为细末。米加水煮成粥，调入益智仁粉，加少许细盐即可。每日2次，早、晚空腹各服1次。|适于更年期综合症脾肾阳虚泄泻尿频。
1207|妇产科|更年期综合症|胡桃肉糖饮|核桃仁30克、白糖30克。|将核桃仁捣碎，加入白糖，用开水冲之，服食。每日服2次。|适于更年期综合症肾虚者。
1208|妇产科|更年期综合症|芝麻大米粥|芝麻20克、大米100克。|将芝麻炒黄捣成泥与大米共煮粥，每日1剂，空腹食用。|适于更年期综合症。
1209|妇产科|更年期综合症|黄精山药鸡|黄精20克、山药200克、鸡500克。|将鸡洗治干净切块，与几味药拌在一起，隔水炖熟。每日1剂，分2次服用。|适于更年期综合症脾肾两虚者。
1210|妇产科|更年期综合症|灵芝糯米粥|糯米50克、灵芝30克、小麦60克。白砂糖适量。|将灵芝切块，用布包好，前三味共煮至熟烂，去灵芝，加入白糖服食，每日1剂，连服1周。 |适于脾虚血亏更年期综合症。
1211|妇产科|更年期综合症|萸肉粳米粥|山萸肉15克、粳米50克、红糖适量。|将三味共放于砂锅内，加水以文火煮至成粥。每日清晨空腹服食1剂，连服10天为1个疗程。|适于更年期综合症肝肾阴虚者。
1212|妇产科|更年期综合症|杭菊红枣饮|杭菊9克、红枣6枚。|上二味水煎当荼饮，每日1剂。|适于更年期综合症表现头晕。
1213|妇产科|习惯性流产|苧麻筻鱼粥|苧麻根25克、活鲤鱼一条(500克)、糯米60克。|将鲤鱼去肠及杂，与苧麻共煮浓汁，去渣后将米入汤中煮粥，调味服食。鲤鱼调味后食用，每日1剂，吃鱼喝粥连服5天为1个疗程，以后每1个月服1剂。|适于习惯性流产。
1214|妇产科|习惯性流产|葡萄干莲子汤|莲子100克、葡萄干30克。|莲子去皮芯，与葡萄干共煮熟烂，每日1剂，连服10剂。|适于先兆流产。
1215|妇产科|习惯性流产|凤卵阿胶汤|阿胶10克、鸡蛋1枚，|将阿胶用水烊化，鸡蛋打入阿胶中煮成蛋花样，每日2次，以食盐调味。|适于胎动不安先兆流产。
1216|妇产科|习惯性流产|艾叶煮鸡蛋|艾叶30克、鸡蛋2枚。|用砂锅煮艾叶和鸡蛋，蛋熟后去皮再煮30分钟。从怀孕2个月开始服，日服1剂，以后每20天服1剂，至妊娠6个月为止。|适于习惯性流产。
1217|妇产科|习惯性流产|补虚牛鼻丸|当归100克、川断100克、杜仲50克、白术60克、牛鼻1个。|将前四味共研细末，牛鼻煮至极烂，和为丸，每丸重10克，每日服2次，每次服1丸。|适于肾虚先兆流产，习惯性流产。
1218|妇产科|习惯性流产|鸡卵苧麻汤|薜荔嫩枝叶50克、苧麻25克、鸡蛋3枚。|上三味共煮，蛋熟后去壳再煮30分钟，食之，每日1剂。|适于先兆流产。
1219|妇产科|习惯性流产|南瓜蒂煎|南瓜蒂5个、红糖适量。|南瓜蒂水煎，去渣加入红糖后分2次服。|适于先兆流产，胎动。
1220|妇产科|习惯性流产|莲蓬南瓜蒂散|莲蓬2个、南瓜蒂1个。|上两味共烧存性，研细末，红糖水送服。|适于先兆流产。
1221|妇产科|习惯性流产|杜仲黑亘煎|黑豆50克、当归20克、杜仲24克。|上三味共水煎，去当归及杜仲，食黑豆饮汤。连服10剂，每天1剂。|适于肾虚先兆流产，习惯性流产。
1222|妇产科|习惯性流产|苞米衣南瓜蒂饮|玉米外衣2个、南瓜蒂1个。|上二味水煎代茶饮，半月到20天服1剂。|适于习惯性流产。
1223|妇产科|习惯性流产|杞根炖母鸡|鲜枸杞根250克、老母鸡1只。（越老越好）。|将老母鸡去内脏，腹腔内不得沾水，切块，将枸杞根同煲，用文火炖3小时，去枸杞根，分3次服食，食鸡肉饮汤。|适于习惯性流产。
1224|妇产科|习惯性流产|黑豆续断糯米粥|黑豆30克、川断30克、糯米60克。|将川断用纱布包，三味共煮，置于砂锅内，以文火煮成粥。每日1剂，连服1周。|适用于习惯性流产。
1225|妇产科|不孕症|二胶饮|鹿肾、阿胶各适量。|用鹿肾熬胶，共服。每日2次，每次服5克。|适于体虚不孕症。
1226|妇产科|不孕症|双补鸡汤|雪莲花30克、鸡1只(最好是母鸡）、当归10克、黄芪10克、党参9克。|几味共炖鸡，每日2次，吃肉喝汤。|适于气血亏虚不孕。
1227|妇产科|不孕症|炒韭菜青虾|青虾250克、韭菜100克。|上二味共炒调味食用。每日1剂。|适于气血不足不孕。
1228|妇产科|不孕症|紫河车韭菜水饺|新紫河车1具、韭菜适量。|用紫河车切碎烂，韭菜切碎，包饺子每日服200克。|适于气血不足不孕。
1229|妇产科|产后胎衣不下|燕麦甜醋煎|燕麦(全草)120克、甜醋100毫升。|将燕麦煎汤后去渣，入醋煮沸后温服。|适于产后胞衣不下。
1230|妇产科|产后胎衣不下|米醋蛋清饮|米醋(或其它食醋)40毫升、鸡蛋2枚。|将鸡蛋去黄留清，与醋混合搅匀，温服。|适于产后胞衣不下。
1231|妇产科|产后胎衣不下|莱菔缨当归煎|萝卜缨500克、当归15克。|上二味共水煎，去渣取汁服用。同时药渣以布包，置于肚脐处，待胞衣下后去之。|适于产后胞衣不下。
1232|妇产科|产后胎衣不下|蟹爪酒醋饮|蟹爪100克、黄酒和米醋各100克。|煎蟹爪，可加水适量，去渣后温服。|适于产后胞衣不下。
1233|妇产科|产后胎衣不下|人参鹌鹑蛋花汤|人参7克、鹌鹑蛋2枚、米醋100毫升。|先将人参煎汤，去渣取汁，将人参汤与米醋共煮沸，冲蛋花服用。|适于产后胞衣不下。
1234|妇产科|产后胎衣不下|海马煎|海马2个、黄酒半杯。|将海马水煎，冲入黄酒后温服。|适于产后胞衣不下。
1235|妇产科|妊娠呕吐|二汁饮|韭菜汁、生姜汁(各等量）、红糖适量。|上二汁加适量红糖饮服。每日2次，每次服60毫升。|适于一般妊娠恶阻。
1236|妇产科|妊娠呕吐|葡萄藤米汁煎|干葡萄藤10克。|将上品以小米米汤煎服。每日1剂。|适于轻度妊娠恶阻。
1237|妇产科|妊娠呕吐|葫芦茶煎|葫芦茶(干品）50克、红糖适量。|前味水煎，去渣取汁，冲红糖后分3次服。|适于轻度妊娠恶阻。
1238|妇产科|妊娠呕吐|止呕二汁饮|生姜汁30毫升、甘蔗汁30毫升。|将上二汁炖热后饮服。每日2次。|适于一般妊娠恶阻。
1239|妇产科|妊娠呕吐|益阴止呕粳米粥|鲜麦冬汁50毫升、鲜生地汁50毫升、生姜10克、薏米15克、粳米100克。|先煎生姜汁、薏米及粳米，将熟时下麦冬汁及生地汁，每日1剂，分2次服。|适于中重度妊娠恶阻脾虚阴伤者。
1240|妇产科|妊娠呕吐|藿香橘皮红糖煎|藿香20克、橘皮15克、红糖20克。|上三味水煎服，每日1剂，分2次服。|适于一般妊娠恶阻。
1241|妇产科|妊娠呕吐|扁豆散|生扁豆75克(晒干研细末）。|上品每次服10克，以姜汁米汤送服，每日服3次。饭前服。|适于轻度妊娠恶阻。
1242|妇产科|妊娠呕吐|柚子煎|柚子1只。|上品去内取皮，水煎服，每日1剂，分3次服完。|适于轻度妊娠恶阻。
1243|妇产科|妊娠呕吐|生姜橘皮红糖饮|生姜20克、橘皮15克、红糖20克。|上三味水煎，代茶饮。|适于轻度妊娠恶阻
1244|妇产科|妊娠呕吐|鲫鱼糯米粥|鲫鱼1尾、糯米50克。|上两味共煮粥食，早晚餐食用。|适于轻度妊娠恶阻。
1245|妇产科|妊娠呕吐|芦根粳米粥|鲜芦根150克、竹茹20克、粳米100克、生姜2片。|将芦根洗净切成段后与竹茹共煎，去渣取汁，入米煮粥，1沸后加生姜片共煮，粥熟后去姜，每日1剂。|适于妊娠恶阻兼胃热。
1246|妇产科|妊娠呕吐|砂仁姜汁饮|砂仁5克、生姜汁20克。|上二味加适量清水后，隔水炖30分钟，去渣饮服。每日服2次，缓缓饮之。|适用于一般妊娠恶阻。
1247|妇产科|妊娠呕吐|清蒸鲤鱼|鲜鲤鱼1条(500克）。|将鱼洗治干净后，置于盘中上锅蒸30分钟，取出食用（不用调料)每日1次，连服5天。|适于轻度妊娠恶阻。
1248|妇产科|妊娠呕吐|蒸砂仁鲫鱼|鲜鲫鱼1条(250克）、砂仁3〜5克、细盐适量。|将鱼洗治干净，细盐、砂仁共拌匀，装入鱼腹中，用豆粉封好鱼腹口，以盘碗盖严，隔水蒸熟后食用。连服3剂，每日1剂。|适于轻度妊娠恶阻。
1249|妇产科|妊娠水肿|赤豆鳗鱼陈皮汤|赤小豆150克、鲤鱼1条(500克）、陈皮6克。|先用砂锅煮红小豆，将熟时入鲤鱼、陈皮同煮熟。1日内分2次服完，隔1日服1剂。|适于妊娠浮肿。
1250|妇产科|妊娠水肿|冬瓜鯉鱼糖汤|冬瓜皮20克、鲤鱼1条。|上二味共煮汤，去冬瓜皮后，食肉饮汤。每2日服1剂。|适于轻度妊娠水肿。
1251|妇产科|妊娠水肿|鹿头肉糯米粥|鹿头肉150克、蔓荆子15克、高良姜10克、香子10克（炒)粳米100克。|先水煎鹿头肉，将蔓荆子、高良姜、香子共研极细末，鹿头肉熟后去肉取汤，下米及药粉，共煮为粥。每日1剂，分3次服。|适于妊娠浮肿。
1252|妇产科|妊娠水肿|冬瓜赤小豆汤|冬瓜300克、赤小豆100克。|先煎赤小豆，豆熟后入冬瓜，共煮熟烂后食用。|适于妊娠轻度水肿。
1253|妇产科|妊娠水肿|黑鱼冬瓜汤|黑鱼1条(150克)、冬瓜500克、调料适量(不加盐）|上两味同放于瓦锅内煮烂，加葱头、大蒜等适量，熟后吃鱼饮汤。每日1剂，连服1周。|适于妊娠轻度水肿。
1254|妇产科|妊娠水肿|冬瓜枣豆粥|冬瓜500克、大枣20枚、黄豆30克。|水煎黄豆，熟后入冬瓜、大枣共熟后服食。每日1剂，连服数剂。|适于妊娠水肿。
1255|妇产科|妊娠水肿|花生赤豆鲤鱼汤|红色鲤鱼250克、赤小豆200克、花生米100克、大蒜25克、红辣椒3枚(干品)。|将鲤鱼洗治干净，去刺，与几味加水适量，共煮烂。每日1剂，分3次温服。空腹食用，连服5天。|适于妊娠水肿。
1256|妇产科|妊娠水肿|赤豆炖牛肉|牛肉250克、冬瓜100克、赤小豆100克。|将牛肉与赤小豆共炖，熟后下冬瓜，共煮片刻，待冬瓜熟后服食。每日1剂，分2次温服，空腹食。|适于妊振水肿。
1257|妇产科|妊娠水肿|赤亘鲤鱼汤|赤豆150克、鲤鱼500克。|以瓦锅先煮豆，熟后入鱼共同煨，每日2次，温热服。|适于妊娠轻度水肿。
1258|妇产科|妊娠水肿|花生红枣煎|花生120克、红枣15枚、大蒜30克、生油15克。|将花生去皮，红枣去核，蒜切成片，将油放于砂锅中烧熟，加入大蒜，炒几下后倒入花生及大枣，加水煲至花生熟烂即可。每日2次，连服10天。|适于妊娠浮肿。
1259|妇产科|妊娠水肿|冬瓜黑豆汤|黑豆100克、冬瓜500克、入蒜、红糖各30克。|先煮黑豆，将熟时入冬瓜、大蒜、红糖煮熟食用。每日2次，连服1周。|适于轻度妊娠水肿。
1260|妇产科|妊娠水肿|鲫鱼头冬瓜煎|鲤鱼头1个、冬瓜500克。|上两味共煮，熟后服食。每日1次，连服1周。|适于妊娠水肿。
1261|妇产科|妊娠水肿|二豆西瓜皮煎|黑豆、黄豆各100克、西瓜皮300克。|先煮豆快熟时入西瓜皮，熟后服食，每日1剂，连服1周。|适于轻度妊振水肿。
1262|妇产科|产后乳汁不足|狗脊骨红薯汤|红皮红薯500克、鲜狗脊椎骨500克。|先将狗骨切块，与红薯共煮，熟烂后调味食用。每上1剂，连服5剂。|适于产后缺乳。
1263|妇产科|产后乳汁不足|丹参红糖煎|丹参150克、红糖200克。|上两味水煎服，每日1剂，分2次服。|适于一般产后缺乳，兼血瘀腹痛。
1264|妇产科|产后乳汁不足|虾汁黄酒饮|鲜虾250克、黄酒60毫升。|先将虾洗净，捣烂，绞汁，煮沸，加入黄酒后饮服。每日1〜2剂。|适于血虚产后缺乳。
1265|妇产科|产后乳汁不足|双补羊肉蜜膏|鲜羊肉1000克、黄芪250克、熟地120克、当归120克、川断120克、牛膝60克、蜂蜜120克。|将前六味加水共煮，待羊肉熟烂后，滤出浓汁，加蜂蜜熬成膏状，每日服3次，每次服20毫升。|适于产后气血双亏之缺乳。
1266|妇产科|产后乳汁不足|通乳猪蹄汤|木通6克、路路通6克、猪蹄1个。|上二味加水共煎，以猪蹄熟烂为度。每日1次，连服3日。|适于产后肝郁气滞乳汁不足。
1267|妇产科|产后乳汁不足|萝卜叶煮鸡蛋|霜后白萝卜叶适量、红皮鸡蛋3枚。|上二味加水共煮，蛋熟后去皮再煮，食蛋饮汤。每日1剂。|适于产后乳汁不足。
1268|妇产科|产后乳汁不足|地肤子虾汤|地肤子60克、鲜虾100克。|先煎地肤子40分钟，去渣取汁，入虾煮20分钟，食虾饮汤。每日服2剂。|适于产后缺乳。
1269|妇产科|产后乳汁不足|香油炒虾蛋|红皮鸡蛋2枚、虾60克、香油20毫升。|以香油炒煎二味，每日服食2次，每次食后饮浓米汁1大碗。|适于血亏产后缺乳。
1270|妇产科|产后乳汁不足|猪膀胱萝卜蛋花汤|萝卜400克、猪膀胱1具，鸡蛋2枚。|先将萝卜切块，猪膀胱洗治干净切块，共煮，以猪膀胱熟为度，取汁冲鸡蛋，食猪膀胱、萝卜，饮鸡蛋汤。每日1剂|适子产后缺乳。
1271|妇产科|产后乳汁不足|鸡蛋棉花籽煎|棉花籽50克、黄酒60克、鸡蛋2枚。|将上三味加水共煮，蛋熟后去壳再煮，每日1剂，食蛋饮汤，可在1日内分2次服。|适于产后缺乳。
1272|妇产科|产后乳汁不足|鲫鱼猪蹄汤|活鲫鱼200克、猪蹄1只。|将上二味共煮，以猪蹄熟烂为度。每日1剂，共食之饮汤，连服1周。|适于气血不足产后缺乳。
1273|妇产科|产后乳汁不足|猕猴桃根蛋花汤|猕猴桃树根100克、鸡蛋2枚。|水煎前药，去渣取浓汁，冲鸡蛋1〜2枚，每日晨服1剂。|适于血亏产后缺乳。
1274|妇产科|产后乳汁不足|黄花菜猪蹄汤|黄花菜(又名金针菜)25克、猪爪1只。|上二味共煮食，每日1剂。|适于产后缺乳。
1275|妇产科|产后乳汁不足|炒芝麻盐|芝麻适量、精盐少许。|将芝麻炒香，拌入少许精盐，每次吃饭时撒入稀饭或面汤中食。|适于产后缺乳。
1276|妇产科|产后乳汁不足|莴苣籽小米粥|莴苣籽15克、生甘草5克、小米100克。|将莴苣籽捣碎与生甘草共煎，去渣取汁，入米煮粥，每日服3次，每次服1剂，连服3天。|适于产后缺乳。
1277|妇产科|产后乳汁不足|猪蹄漏芦粳米粥|猪蹄2个、通草5克、漏芦15克、粳米100克、葱白2茎。|先煎猪蹄取浓汁，再煎通草、漏芦，去渣取汁，用猪蹄汤和药汁共煮米做粥，待粥将熟时入葱白稍煮即可。每日服食2次，空腹温服。|适于产后肝郁气滞缺乳。
1278|妇产科|产后乳汁不足|补虚下乳猪蹄汤|猪蹄2只、花生米60克、黄豆60克。|上三味共放于砂锅中加清水炖，熟烂后调味食用。每日1剂，可长服。|适于产后气血亏缺乳。
1279|妇产科|产后乳汁不足|猪肝通草汤|猪肝500克、黄花菜50克、花生米60克、通草30克。|将黄花菜与通草共煎，去渣取汁，入花生米、猪肝煲汤，花生米熟烂后服食。每日1剂。|适于产后气血不足缺乳。
1280|妇产科|产后乳汁不足|章鱼猪蹄汤|干品章鱼200克、猪蹄2只。|上二味加水共煮浓汤，淡调味后服食。每日1剂。|适于产后血亏乳汁不足。
1281|妇产科|产后乳汁不足|黑芝麻大米粥|黑芝麻25克、大米适量。|将黑芝麻捣碎，与大米共煮成粥，每日3次服食。|适于产后阴血亏之乳汁不足。
1282|妇产科|产后乳汁不足|猪肉黄花菜馅饼|猪肉500克、黄花菜100克。|将猪肉切碎剁烂，黄花菜切碎共调成肉馅，用软面做成馅饼或油煎饼，分次食用。|适于血亏气虚产后缺乳。
1283|妇产科|产后乳汁不足|鸡卵鲶鱼汤|鲶鱼250克、鸡蛋2枚。|将鸡蛋先煮熟去皮，取鲶鱼净肉同鸡蛋加水共煮，以鱼熟透即可，吃鱼、蛋并饮汤，每日服1剂，连服5次。|适于血虚产后缺乳。
1284|妇产科|产后乳汁不足|猪蹄粳米粥|母猪蹄2只、王瓜根15克、木通15克、粳米50克。|先煎猪蹄，取浓汁，再将王瓜根、木通研细末，取10克入猪蹄汤中煎，去渣取汁，入米煮粥，可加调料少许，任意食用。喝粥，食猪蹄肉。|适于产后乳汁不足。
1285|妇产科|产后乳汁不足|花生猪蹄汤|猪蹄2个、花生米50克、香菇15克。|将上三味加水共煎，以猪蹄熟烂为度，空腹服食。每日1剂。|适于产后气血不足缺乳。
1286|妇产科|产后乳汁不足|鲢鱼小米粥|活鲢鱼1条、丝瓜仁10克、小米100克。|将鱼洗治干净，丝瓜仁纱布包，三味共置水中煮粥，去丝瓜仁即可服食。吃鱼喝粥，每日服1剂。|适于血亏产后缺乳。
1287|妇产科|产后乳汁不足|佛豆海带|豆浆500毫升、海带100克、佛手9克。|上三味共煮汤淡食。每日1剂，以奶下为度。|适于产后乳汁不足。
1288|妇产科|产后乳汁不足|豌豆花生煎|豌豆50克、花生米30克。|上二味水煎，熟后空腹温食，每日2剂。|适于产后缺乳。
1289|妇产科|产后乳汁不足|香菇猪蹄豆腐|豆腐500克、丝瓜(带瓤)250克、香菇50克、猪蹄1只、调料少许。|先煎猪蹄和香菇，加入调料，待熟时加入丝瓜、豆腐同煮，每日1剂，分3次服完，连服5剂。|适于血亏产后缺乳。
1290|妇产科|产后乳汁不足|豆浆芝麻甜茶|豆浆500毫升、花生米50克、黑芝麻30克（炒）、红糖50克。|以豆浆煎花生米，熟后将已炒香黑芝麻加入，入红糖后饮服，每日1剂。|适于血亏气虚产后缺乳。
1291|妇产科|产后乳汁不足|菠萝蜜种仁汤|瘦猪肉100克、菠萝蜜种仁120克(剥去种皮）。|上二味共煮汤，淡调味后服食，每日1剂。|适于血亏产后缺乳。
1292|妇产科|产后乳汁不足|猪肉红薯叶汤|猪肥瘦均等肉200克、鲜红薯叶250克。|上二味煲汤，淡调味后服食。每日1剂。|适于血亏产后缺乳。
